cid,YEAR_RECOR,STATE_CODE,ROUTE_ID,ROUTE_NUMB,ROUTE_NAME,ROUTE_QUAL,ROUTE_SIGN,F_SYSTEM,FACILITY_T,URBAN_CODE,NHS,STRAHNET,OWNERSHIP,TRUCK,THROUGH_LA,PEAK_LANES,COUNTER_PE,SHOULDER_T,SHOULDER_W,SHOULDER_1,LANE_WIDTH,MEDIAN_TYP,MEDIAN_WID,ACCESS_CON,WIDENING_O,WIDENING_P,HOV_LANES,HOV_TYPE,SPEED_LIMI,TOLL_CHARG,TOLL_ID,TOLL_TYPE,AADT,AADT_COMBI,AADT_SINGL,PCT_PEAK_C,PCT_PEAK_S,K_FACTOR,DIR_FACTOR,IRI,PSR,SURFACE_TY,CRACKING_P,FAULTING,RUTTING,STRUCTURE_,YEAR_LAST_,YEAR_LAST1,IS_SAMPLE,SAMPLE_ID,EXPANSION_,National_R,TMC,TMC_Type,TMC_RoadNu,TMC_RoadNa,TMC_FirstN,TMC_Countr,TMC_State,TMC_County,TMC_Zip,TMC_Direct,TMC_StartL,TMC_Star_1,TMC_EndLat,TMC_EndLon,TMC_Miles,Shape_Leng,StreetImageryDate,MedianType,SecondaryAttribute,MedianWidth,RoadsideBarrier,MedianNotes,Latitude,Longitude,bldg_dist,nhd_dist,ow_dist,dev_dist,dev_int_dist,barren_dist,forest_dist,shrub_dist,grassland_dist,cultivated_dist,wetland_dist,wet_dist
1248,2016,6,SHS_089_P,89,NA,10,4,4,2,99999,0,0,1,0,2,0,0,0,0,0,0,0,0,3,NA,0,0,0,0,0,NA,0,2650,160,151,NA,NA,NA,NA,80,NA,2,0,NA,0.121,0,NA,NA,0,NA,0,6_SHS_089_P,105+08780,P1.11,CA-89,NA,Main St (Greenville),United States,California,Plumas,95947,Northbound,40.085842,-120.918909,40.139739,-120.950921,5.621052554,0.001792887,Feb-09,no median,NA,NA,NA,NA,40.13448326,-120.9223049,42,390,920,0,0,15807,42,42,283,624,67,67
1249,2016,6,SHS_161_S,0,NA,0,0,4,6,99999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,0,NA,0,NA,NA,NA,0,NA,NA,0,NA,0,6_SHS_161_S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0.040746926,Jul-24,no median,intersection,NA,NA,"t-junction, no break in median",41.99943883,-121.6295717,832,60,1597,0,0,589,2932,1312,1253,30,85,85
1250,2016,6,SHS_089_P,89,NA,10,4,3,2,99999,1,0,1,0,2,2,3,2,2,0,12,1,0,3,ABC,0,0,0,65,0,NA,0,1500,201,77,2.01,0.77,15,50,100,NA,2,3.8,NA,0.123,0,NA,NA,1,SPX16X295524,1.707,6_SHS_089_P,105+09031,P1.11,CA-89,NA,Military Rd,United States,California,Siskiyou,96057,Northbound,41.25272,-121.824027,41.2637,-121.942572,6.422956684,0.00181437,Jan-09,no median,NA,NA,NA,NA,41.26614009,-121.8569853,2100,242,4829,0,234,13515,30,564,518,3720,1822,1822
1251,2016,6,SHS_395_P,395,NA,10,3,3,2,99999,1,0,1,0,2,0,0,0,0,0,0,0,0,2,NA,0,0,0,0,0,NA,0,7900,773,155,NA,NA,NA,NA,85,NA,2,0,NA,0.142,0,NA,NA,0,NA,0,6_SHS_395_P,105+07527,P1.11,US-395,NA,CA-36/Richmond Rd,United States,California,Lassen,96114,Northbound,40.283632,-120.4901174,40.380102,-120.590696,9.099891303,0.001603841,Nov-23,no median,NA,NA,NA,NA,40.34417576,-120.5598018,604,649,660,0,0,3878,840,30,402,764,603,603
1252,2016,6,SHS_097_P,97,NA,10,3,3,2,99999,1,0,1,0,2,0,0,0,0,0,0,0,0,3,NA,0,0,0,0,0,NA,0,3425,967,98,NA,NA,NA,NA,55,NA,2,0,NA,0.057,0,NA,NA,0,NA,0,6_SHS_097_P,105+08472,P1.11,US-97,NA,Ball Mountain Rd/E Ball Mountain Little Shasta Rd,United States,California,Siskiyou,96064,Northbound,41.534788,-122.2424294,41.778927,-122.04735,23.89064619,0.001558141,Aug-24,no median,NA,NA,NA,NA,41.63741993,-122.1900468,272,42,339,0,30,2486,268,201,371,2100,30,30
1253,2016,6,SHS_097_P,97,NA,10,3,3,2,99999,1,0,1,0,2,0,0,0,0,0,0,0,0,3,NA,0,0,0,0,0,NA,0,4900,1022,120,NA,NA,NA,NA,58,NA,2,0,NA,0.244,0,NA,NA,0,NA,0,6_SHS_097_P,105+07506,P1.11,US-97,NA,CA-161/State Line Rd/CA--OR State Border,United States,California,Siskiyou,96023,Northbound,41.8238294,-122.0097842,41.999633,-121.8920326,13.99097585,0.001636624,Jun-24,no median,NA,NA,NA,NA,41.94913804,-121.9271175,408,911,924,0,0,1036,1557,642,283,30,1057,924
1254,2016,6,SHS_395_P,395,NA,0,0,3,2,99999,1,0,1,0,2,0,0,0,0,0,0,0,0,3,NA,0,0,0,0,0,NA,0,950,241,26,NA,NA,NA,NA,71,NA,2,5.1,NA,0.174,0,NA,NA,0,NA,0,6_SHS_395_P,105+08479,P1.11,US-395,NA,School House Rd,United States,California,Lassen,NA,Northbound,40.3819718,-120.3854254,40.798624,-120.365979,35.42444149,0.001469168,Nov-23,no median,NA,NA,cable,NA,40.45281118,-120.2797062,1507,1318,4752,0,0,9669,6644,30,324,6664,1187,1187
1255,2016,6,SHS_139_P,139,NA,10,4,3,2,99999,1,0,1,0,2,2,2,2,7,0,12,1,0,3,ABC,0,0,0,65,0,NA,0,1075,146,50,1.901,0.651,14,58,77,NA,2,0,NA,0.133,0,NA,NA,1,SPX16X303169,1.707,6_SHS_139_P,105+09018,P1.11,CA-139,NA,CR-114,United States,California,Modoc,96108,Northbound,41.670701,-121.25716,41.844673,-121.310655,12.64320351,0.001674913,Aug-24,no median,NA,NA,NA,NA,41.79591002,-121.3045159,1913,551,2928,0,0,2758,360,30,510,1142,4781,2928
1256,2016,6,SHS_070_P,70,NA,10,4,4,2,99999,0,0,1,0,2,0,0,0,0,0,0,0,0,2,NA,0,0,0,0,0,NA,0,5125,178,93,NA,NA,NA,NA,84,NA,2,12.6,NA,0.226,0,NA,NA,0,NA,0,6_SHS_070_P,105+08794,P1.11,CA-70,NA,West St,United States,California,Plumas,96122,Eastbound,39.784438,-120.620102,39.809777,-120.471811,9.17187092,0.001677153,Oct-22,no median,NA,NA,NA,NA,39.7768115,-120.6064825,457,272,1068,30,30,1410,0,297,1291,875,541,541
1257,2016,6,SHS_089_P,89,NA,10,4,3,2,99999,1,0,1,0,2,2,3,2,2,0,12,1,0,3,ABC,0,0,0,65,0,NA,0,1500,201,77,2.01,0.77,15,50,146,NA,2,0,NA,0.111,0,NA,NA,1,SPX16X295527,1.707,6_SHS_089_P,105+09031,P1.11,CA-89,NA,Military Rd,United States,California,Siskiyou,96057,Northbound,41.25272,-121.824027,41.2637,-121.942572,6.422956684,0.001750606,Aug-24,no median,NA,NA,NA,NA,41.26720507,-121.9182146,2731,309,2252,30,277,16145,0,525,300,5398,277,277
1258,2016,6,SHS_005_P,5,NA,10,2,1,2,99999,1,0,1,0,5,0,0,0,0,0,0,0,0,1,NA,0,0,0,0,0,NA,0,40000,5445,825,NA,NA,NA,NA,57,NA,2,0,NA,0.125,0,NA,NA,0,NA,0,6_SHS_005_P,105+05367,P1.3,I-5,NA,Hooker Creek Rd/Exit 657,United States,California,Tehama,96080,Northbound,40.253746,-122.26228,40.288699,-122.278355,2.570232791,0.001074194,Jul-24,vegetative,On/off ramp,20-30 meters,NA,NA,40.28783358,-122.2780473,134,108,1395,0,0,4790,216,67,30,5791,2128,1395
1259,2016,6,SHS_097_P,97,NA,10,3,3,2,99999,1,0,1,0,3,0,0,0,0,0,0,0,0,3,NA,0,0,0,0,0,NA,0,4450,967,98,NA,NA,NA,NA,109,NA,2,0.3,NA,0.241,0,NA,NA,0,NA,0,6_SHS_097_P,105+08471,P1.11,US-97,NA,CR-A12/99-97 Cutoff,United States,California,Siskiyou,96094,Northbound,41.472854,-122.351577,41.534788,-122.2424294,7.673515531,0.001644668,Nov-18,no median,NA,NA,NA,NA,41.52290538,-122.2903764,67,120,2271,0,0,454,30,212,1209,1449,7298,2271
1260,2016,6,SHS_036_P,36,NA,0,0,4,2,99999,0,0,1,0,2,0,0,0,0,0,0,0,0,3,NA,0,0,0,0,0,NA,0,495,77,67,NA,NA,NA,NA,204,NA,2,4.1,NA,0.173,0,NA,NA,0,NA,0,6_SHS_036_P,105+20666,P1.11,CA-36,NA,Lower Rattlesnake Rd,United States,California,Trinity,96041,Eastbound,40.3758398,-123.3672364,40.3925936,-123.2269274,8.948842227,0.001272271,Oct-23,no median,NA,NA,thrie beam,NA,40.3712423,-123.315653,664,85,1423,0,30,8520,30,67,510,20755,927,927
1261,2016,6,SHS_089_P,89,NA,0,0,3,2,99999,1,0,1,0,3,2,1,2,2,0,12,1,0,3,ABC,0,0,0,65,0,NA,0,1425,146,176,1.434,1.729,14,62,59,NA,2,4.2,NA,0.118,0,NA,NA,1,SPX16X295487,1.707,6_SHS_089_P,105+09027,P1.11,CA-89,NA,Rim of Lake Rd,United States,California,Shasta,96013,Northbound,40.9385296,-121.6068244,41.016472,-121.634455,6.787937582,0.001489978,Aug-24,no median,NA,NA,NA,NA,40.95388271,-121.612721,1820,1167,3355,30,571,2949,0,153,242,2869,3245,3245
1262,2016,6,SHS_036_P,36,NA,10,4,4,2,99999,0,0,1,0,3,0,0,0,0,0,0,0,0,3,NA,0,0,0,0,0,NA,0,2400,335,125,NA,NA,NA,NA,159,NA,2,20.6,NA,0.227,0,NA,NA,0,NA,0,6_SHS_036_P,105+07560,P1.11,CA-36,NA,CA-44/Feather Lake Hwy,United States,California,Lassen,96130,Eastbound,40.315205,-120.992319,40.4111838,-120.755391,15.42108606,0.003512935,Oct-23,no median,NA,NA,NA,NA,40.35645295,-120.8708404,234,618,8335,0,0,8460,30,283,1477,14517,1438,1438
1263,2016,6,SHS_005_P,5,NA,10,2,1,2,99999,1,0,1,0,4,2,2,2,8,0,12,2,88,1,ABC,0,0,0,65,0,NA,0,16700,3704,371,2.883,0.289,13,50,45,NA,2,0,NA,0.103,0,NA,NA,1,SPX16X281156,6.14,6_SHS_005_P,105P05427,P1.3,I-5,NA,CR-A12/99-97 Cutoff/Exit 766,United States,California,Siskiyou,96038,Northbound,41.6429892,-122.5326722,41.6482592,-122.5388534,0.495077344,0.001603935,Apr-18,vegetative,grass,10-20 meters,NA,NA,41.6458853,-122.5348885,240,335,841,0,0,1560,1150,595,30,170,592,592
1264,2016,6,SHS_395_P,395,NA,10,3,3,2,99999,1,0,1,0,2,0,0,0,0,0,0,0,0,3,NA,0,0,0,0,0,NA,0,5350,690,101,NA,NA,NA,NA,68,NA,2,0.6,NA,0.161,0,4/8/2016 0:00,NA,0,NA,0,6_SHS_395_P,105+08476,P1.11,US-395,NA,CR-A3/Standish Buntingville Rd (Janesville),United States,California,Lassen,96121,Northbound,40.1249432,-120.247357,40.283632,-120.4901174,17.36995406,0.001802125,Nov-23,no median,NA,NA,NA,NA,40.16174088,-120.3370703,726,234,1920,0,0,3059,1781,30,228,849,484,484
1265,2016,6,SHS_284_P,284,NA,10,4,5,2,99999,0,0,1,0,2,0,0,0,0,0,0,0,0,3,NA,0,0,0,0,0,NA,0,350,6,0,NA,NA,NA,NA,171,NA,2,34.1,NA,0.193,0,NA,NA,0,NA,0,6_SHS_284_P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0.001582388,May-09,no median,NA,NA,NA,NA,39.82266141,-120.1377612,612,731,3976,0,190,10684,1663,30,228,2165,90,90
1266,2016,6,SHS_003_P,3,NA,10,4,4,2,99999,0,0,1,0,2,2,1,2,6,0,12,1,0,3,A,3,0,0,65,0,NA,0,310,17,10,0.932,0.548,17,60,83,NA,2,5.5,NA,0.21,0,NA,NA,1,SPX16X279025,1.493,6_SHS_003_P,105+20690,P1.11,CA-3,NA,Cecilville Rd,United States,California,Siskiyou,96014,Northbound,41.310165,-122.7699138,41.310115,-122.80263,1.882145186,0.001627876,May-12,no median,NA,NA,NA,NA,41.30564108,-122.7828922,674,150,153,0,0,1390,212,42,30,212,30,30
1267,2016,6,SHS_070_P,70,NA,10,4,4,2,99999,0,0,1,0,2,0,0,0,0,0,0,0,0,3,NA,0,0,0,0,0,NA,0,1350,128,40,NA,NA,NA,NA,92,NA,2,0,NA,0.163,0,NA,NA,0,NA,0,6_SHS_070_P,105+08892,P1.11,CA-70,NA,Howells Rd,United States,California,Plumas,95915,Eastbound,39.8998634,-121.3592962,40.0070404,-121.2494158,11.85142151,0.001351396,Mar-22,no median,NA,NA,NA,NA,39.90744391,-121.3378939,395,30,67,30,30,4519,60,0,1611,7175,4592,67
1268,2016,6,SHS_005_P,5,NA,0,0,1,2,99999,1,0,1,0,5,0,0,0,0,0,0,0,0,1,NA,0,0,0,0,0,NA,0,10250,2580,389,3.272,0.493,13,50,40,NA,2,0,NA,0.106,0,NA,NA,0,NA,0,6_SHS_005_P,105+05394,P1.3,I-5,NA,Gilman Rd/Salt Creek Rd,United States,California,Shasta,96051,Northbound,40.8099204,-122.3212394,40.8464766,-122.3348136,2.753934913,0.001588689,Nov-18,vegetative,sparse shrubs/trees,10-20 meters,NA,NA,40.83804935,-122.3277739,342,324,1577,0,0,95,30,60,108,2207,1350,1350
1269,2016,6,SHS_139_P,139,NA,10,4,3,2,99999,1,0,1,0,2,2,2,2,7,0,12,1,0,3,ABC,0,0,0,65,0,NA,0,1075,146,50,1.901,0.651,14,58,127,NA,2,32.5,NA,0.085,0,NA,NA,1,SPX16X303156,1.707,6_SHS_139_P,105+09017,P1.11,CA-139,NA,Tionesta Rd,United States,California,Modoc,96015,Northbound,41.5399,-121.153032,41.670701,-121.25716,10.52731719,0.001732669,Aug-24,no median,NA,NA,NA,NA,41.60095699,-121.2046575,1189,2873,6334,0,30,8973,1063,30,108,8232,2936,2936
1270,2016,6,SHS_070_P,70,NA,10,4,4,2,99999,0,0,1,0,2,0,0,0,0,0,0,0,0,2,NA,0,0,0,0,0,NA,0,5125,178,93,NA,NA,NA,NA,80,NA,2,0.2,NA,0.187,0,NA,NA,0,NA,0,6_SHS_070_P,105+08794,P1.11,CA-70,NA,West St,United States,California,Plumas,96122,Eastbound,39.784438,-120.620102,39.809777,-120.471811,9.17187092,0.000755172,Oct-22,no median,NA,NA,NA,NA,39.78583003,-120.5467081,134,210,3144,0,0,6576,30,60,693,1080,201,201
1271,2016,6,SHS_299_P,299,NA,10,3,4,2,99999,0,0,1,0,2,0,0,0,0,0,0,0,0,3,NA,0,0,0,0,0,NA,0,3200,217,67,NA,NA,NA,NA,93,NA,2,4,NA,0.461,0,NA,NA,0,NA,0,6_SHS_299_P,105+08495,P1.11,CA-299,NA,CR-A20/Bridge St/Glenburn Rd,United States,California,Shasta,96028,Eastbound,40.9385086,-121.6062304,41.00121,-121.44664,10.96462567,0.001720308,Aug-24,no median,NA,NA,NA,NA,40.99466428,-121.4651095,488,882,967,0,0,1890,30,42,30,1431,1065,967
1272,2016,6,SHS_096_P,96,NA,10,4,4,2,99999,0,0,1,0,2,2,2,2,2,0,12,1,0,3,ABC,0,0,0,65,0,NA,0,230,13,16,0.848,1.043,15,50,205,NA,2,8.5,NA,0.217,0,NA,NA,1,SPX16X296349,1.493,6_SHS_096_P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0.000480701,Jul-12,no median,pull-out,NA,NA,NA,41.4659744,-123.4959521,216,201,331,0,30,258,30,30,365,371,1538,331
1273,2016,6,SHS_070_P,70,NA,10,4,4,2,99999,0,0,1,0,2,0,0,0,0,0,0,0,0,3,NA,0,0,0,0,0,NA,0,3050,128,40,NA,NA,NA,NA,114,NA,2,0,NA,0.296,0,NA,NA,0,NA,0,6_SHS_070_P,105+08793,P1.11,CA-70,NA,Bucks Lake Rd,United States,California,Plumas,95971,Eastbound,40.0386704,-120.983902,39.936754,-120.948961,10.12872012,0.001538833,Oct-22,no median,NA,NA,NA,"t-junction, no break in median",39.97588801,-120.9377296,124,272,2960,0,30,19688,30,192,514,570,255,255
1274,2016,6,SHS_005_S,5,NA,10,2,1,2,99998,1,0,1,0,4,0,0,0,0,0,0,0,0,1,NA,0,0,0,0,0,NA,0,22100,4590,562,2.285,0.28,11,50,112,NA,2,14.2,NA,0.311,0,NA,NA,0,NA,0,6_SHS_005_S,105-05421,P1.3,I-5,NA,Weed Blvd/Exit 745,United States,California,Siskiyou,96094,Southbound,41.4144266,-122.3819084,41.3999564,-122.3829322,1.052111591,0.001491116,Aug-24,gravel,NA,10-20 meters,tall fence,NA,41.40854412,-122.3800865,90,60,1910,0,0,741,60,242,769,1003,127,127
1275,2016,6,SHS_139_P,139,NA,10,4,4,2,99999,0,0,1,0,2,0,0,0,0,0,0,0,0,3,NA,0,0,0,0,0,NA,0,960,57,25,NA,NA,NA,NA,85,NA,2,3.6,NA,0.087,0,NA,NA,0,NA,0,6_SHS_139_P,105+09005,P1.11,CA-139,NA,Rice Canyon Rd,United States,California,Lassen,96130,Northbound,40.415782,-120.6488712,40.4800628,-120.545203,9.092254653,0.000120663,Nov-23,no median,intersection,NA,NA,"4-way junction, no break in median",40.43825562,-120.630739,162,1237,1922,0,0,2642,824,30,362,799,1573,1573
1276,2016,6,SHS_032_P,32,NA,10,4,4,2,99999,0,0,1,0,2,0,0,0,0,0,0,0,0,3,NA,0,0,0,0,0,NA,0,1100,63,45,NA,NA,NA,NA,121,NA,2,9.2,NA,0.124,0,NA,NA,0,NA,0,6_SHS_032_P,105+07566,P1.11,CA-32,NA,CA-89/CA-36,United States,California,Tehama,NA,Eastbound,40.086246,-121.589348,40.2793982,-121.421222,21.35301674,0.001695532,Oct-23,no median,NA,NA,NA,NA,40.13283466,-121.5776461,1008,134,10888,30,30,8518,0,212,1082,26845,3091,3091
1277,2016,6,SHS_005_S,5,NA,10,2,1,2,99999,1,0,1,0,4,2,2,2,5,0,12,2,60,1,ABC,0,0,0,65,0,NA,0,28000,5352,594,2.103,0.233,11,50,59,NA,2,0,NA,0.112,0,NA,NA,1,SPX16X280940,6.044,6_SHS_005_S,105-05353,P1.3,I-5,NA,Liberal Ave/Exit 628,United States,California,Tehama,96021,Southbound,39.903574,-122.200327,39.884777,-122.200255,1.298503834,0.001450111,Jul-24,vegetative,sparse shrubs/trees,10-20 meters,cable,NA,39.8914242,-122.2002921,150,721,2193,0,0,830,4965,3693,60,30,764,764
1278,2016,6,SHS_299_P,299,NA,10,3,4,2,99999,0,0,1,0,2,0,0,0,0,0,0,0,0,2,NA,0,0,0,0,0,NA,0,1090,64,123,NA,NA,NA,NA,65,NA,2,0,NA,0.097,0,NA,NA,0,NA,0,6_SHS_299_P,105+07581,P1.11,CA-299,NA,CA-139 (Canby),United States,California,Modoc,96054,Eastbound,41.187467,-120.945166,41.4379632,-120.8787182,21.42218154,0.001688479,Aug-24,no median,NA,NA,NA,NA,41.30500945,-120.8949862,840,277,2782,30,153,3363,30,0,190,4897,845,845
1279,2016,6,SHS_003_P,3,NA,10,4,4,2,99999,0,0,1,0,2,2,2,2,3,0,12,1,0,3,ABC,0,0,0,65,0,NA,0,660,42,65,0.764,1.182,12,66,123,NA,2,26.5,NA,0.085,0,NA,NA,1,SPX16X278975,8.701,6_SHS_003_P,105+20684,P1.11,CA-3,NA,Mule Creek Rd,United States,California,Trinity,96091,Northbound,40.7951974,-122.8905138,40.868707,-122.812167,10.60013566,0.001646226,Jul-24,no median,NA,NA,NA,NA,40.86788657,-122.8124968,497,90,242,0,0,270,30,210,182,10848,4864,242
1280,2016,6,SHS_089_P,89,NA,10,4,3,2,99999,1,0,1,0,3,3,1,2,9,0,12,2,4,3,A,0,0,0,65,0,NA,0,1425,146,176,1.434,1.729,14,62,86,NA,2,0,NA,0.162,0,NA,NA,1,SPX16X295490,1.707,6_SHS_089_P,105+09027,P1.11,CA-89,NA,Rim of Lake Rd,United States,California,Shasta,96013,Northbound,40.9385296,-121.6068244,41.016472,-121.634455,6.787937582,0.001489033,Aug-24,no median,NA,NA,NA,NA,40.98036473,-121.6230295,60,1040,3578,0,60,824,30,467,134,1187,1260,1260
1281,2016,6,SHS_005_S,5,NA,0,0,1,2,99999,1,0,1,0,4,0,0,0,0,0,0,0,0,1,NA,0,0,0,0,0,NA,0,20400,5149,775,3.029,0.456,12,50,99,NA,2,40.7,NA,0.204,0,NA,NA,0,NA,0,6_SHS_005_S,105N05396,P1.3,I-5,NA,Antlers Rd/Lakeshore Dr/Exit 70,United States,California,Shasta,96051,Southbound,40.897154,-122.3831902,40.8891304,-122.3837166,0.554971295,0.001610707,Jul-24,vegetative,grass,10-20 meters,tall fence,NA,40.89001392,-122.3836666,67,127,642,0,0,849,108,127,124,1008,1559,642
1282,2016,6,SHS_096_P,96,NA,0,0,4,2,99999,0,0,1,0,2,0,0,0,0,0,0,0,0,3,NA,0,0,0,0,0,NA,0,700,13,17,NA,NA,NA,NA,63,NA,2,0,NA,0.112,0,NA,NA,0,NA,0,6_SHS_096_P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0.001724998,Aug-24,no median,NA,NA,cable,NA,41.83444157,-123.1683089,216,108,67,30,30,1201,60,85,212,60,0,0
1283,2016,6,SHS_044_P,44,NA,0,0,3,2,99999,1,0,1,0,2,1,1,2,6,0,12,1,0,3,ABC,0,0,0,65,0,NA,0,1700,221,37,1.82,0.305,14,58,73,NA,2,0.3,NA,0.164,0,NA,NA,1,SPX16X288504,1.707,6_SHS_044_P,105-08896,P1.11,CA-44,NA,Bridge Creek Springs Rd/McCoy Rd/Pittville Rd,United States,California,Lassen,96056,Eastbound,40.531634,-121.039297,40.463396,-120.926226,7.652730671,0.001755944,Oct-23,no median,NA,NA,NA,NA,40.49651178,-120.9768807,2259,979,1714,0,0,15727,30,488,376,25111,830,830
1284,2016,6,SHS_395_P,395,NA,10,3,3,2,99999,1,0,1,0,2,2,4,2,4,0,12,1,0,3,ABC,0,0,0,65,0,NA,0,2315,329,60,1.563,0.285,11,61,49,NA,2,0,NA,0.12,0,NA,NA,1,SPX16X310556,6.232,6_SHS_395_P,105+08477,P1.11,US-395,NA,CR-A3/Standish Buntingville Rd (Susanville),United States,California,Lassen,96130,Northbound,40.3815958,-120.5911156,40.365186,-120.4228134,9.154031358,0.001796934,Nov-23,no median,NA,NA,cable,NA,40.37659248,-120.5351392,85,516,674,0,30,1140,2223,285,1357,42,60,60
1285,2016,6,SHS_044_P,44,NA,0,0,3,2,99999,1,0,1,0,2,0,0,0,0,0,0,0,0,2,NA,0,0,0,0,0,NA,0,7250,94,133,NA,NA,NA,NA,40,NA,2,0,NA,0.032,0,NA,NA,0,NA,0,6_SHS_044_P,105-08754,P1.11,CA-44,NA,Old 44 Dr/Millville Plains Rd,United States,California,Shasta,96073,Eastbound,40.555672,-122.233436,40.538434,-122.174239,3.472444842,0.001841178,Oct-23,no median,NA,NA,"cable, other fence",NA,40.55303579,-122.2145427,150,234,713,0,30,1319,713,285,30,541,630,630
1286,2016,6,SHS_139_P,139,NA,10,4,3,2,99999,1,0,1,0,2,2,2,2,7,0,12,1,0,3,ABC,0,0,0,65,0,NA,0,1075,146,50,1.901,0.651,14,58,75,NA,2,0,NA,0.193,0,NA,NA,1,SPX16X303166,1.707,6_SHS_139_P,105+09018,P1.11,CA-139,NA,CR-114,United States,California,Modoc,96108,Northbound,41.670701,-121.25716,41.844673,-121.310655,12.64320351,0.001668612,Aug-24,no median,NA,NA,cable,NA,41.74624197,-121.3014232,524,997,6377,0,0,6486,182,30,285,30,1061,1061
1287,2016,6,SHS_299_P,299,NA,10,3,4,2,99999,0,0,1,0,2,0,0,0,0,0,0,0,0,3,NA,0,0,0,0,0,NA,0,915,323,208,NA,NA,NA,NA,84,NA,2,0,NA,0.067,0,NA,NA,0,NA,0,6_SHS_299_P,105+07580,P1.11,CA-299,NA,CA-139 (Adin),United States,California,Lassen,96056,Eastbound,41.1320498,-121.1317802,41.187085,-120.945455,10.79660074,0.001591774,Aug-24,no median,NA,NA,short fence,NA,41.17599165,-120.9704085,108,134,162,0,42,1413,3304,170,30,150,150,150
1288,2016,6,SHS_044_P,44,NA,0,0,3,2,99999,1,0,1,0,2,1,1,2,6,0,12,1,0,3,ABC,0,0,0,65,0,NA,0,1900,269,75,2.124,0.592,15,50,81,NA,2,0,NA,0.1,0,NA,NA,1,SPX16X288481,1.707,6_SHS_044_P,105-08899,P1.11,CA-44,NA,Forest Route 36N18,United States,California,Shasta,96071,Eastbound,40.693942,-121.384558,40.645971,-121.279476,6.826127044,0.001756515,Oct-23,no median,NA,NA,NA,NA,40.6461158,-121.2809835,283,382,658,0,0,9625,150,30,1063,17441,324,324
1289,2016,6,SHS_005_P,5,NA,10,2,1,2,99999,1,0,1,0,6,0,0,0,0,0,0,0,0,1,NA,0,0,0,0,0,NA,0,44000,5999,829,NA,NA,NA,NA,50,NA,2,0,NA,0.121,0,NA,NA,0,NA,0,6_SHS_005_P,105+05370,P1.3,I-5,NA,Gas Point Rd/Exit 664,United States,California,Shasta,96022,Northbound,40.371537,-122.2842604,40.38586,-122.284922,0.990235467,0.001502395,Jul-24,concrete,NA,NA,thrie beam,NA,40.38201702,-122.2847719,42,60,577,0,0,418,1622,1919,90,382,300,300
1290,2016,6,SHS_096_P,96,NA,10,4,4,2,99999,0,0,1,0,2,2,0,2,6,0,12,1,0,3,ABC,0,0,0,65,0,NA,0,325,13,16,0.6,0.738,15,50,118,NA,2,0,NA,0.092,0,NA,NA,1,SPX16X296369,1.493,6_SHS_096_P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0.00168979,Apr-21,no median,NA,NA,NA,NA,41.66881027,-123.4410412,834,60,60,0,0,127,30,30,258,516,6433,60
1291,2016,6,SHS_395_P,395,NA,0,0,3,2,99999,1,0,1,0,2,0,0,0,0,0,0,0,0,2,NA,0,0,0,0,0,NA,0,1100,232,39,3.164,0.532,15,50,90,NA,2,8.6,NA,0.218,0,NA,NA,0,NA,0,6_SHS_395_P,105+07528,P1.11,US-395,NA,CA-299/12th St/N Main St,United States,California,Modoc,96101,Northbound,40.866294,-120.460618,41.494524,-120.542586,45.66814631,0.001596869,Nov-23,no median,NA,NA,cable,NA,41.33920354,-120.5119599,2067,30,1165,0,0,1290,2148,30,30,782,547,547
1292,2016,6,SHS_036_P,36,NA,10,4,4,2,99999,0,0,1,0,2,0,0,0,0,0,0,0,0,3,NA,0,0,0,0,0,NA,0,1350,90,42,NA,NA,NA,NA,77,NA,2,0,NA,0.109,0,NA,NA,0,NA,0,6_SHS_036_P,105+07555,P1.11,CA-36,NA,CA-172/Husky Way,United States,California,Tehama,96075,Eastbound,40.3136014,-122.0708826,40.3473432,-121.5973858,27.59806248,0.001719237,Nov-23,no median,NA,NA,"rocks, thrie beam",NA,40.34524772,-121.7065841,153,417,5173,30,30,11810,0,242,819,10862,4332,4332
1293,2016,6,SHS_005_S,5,NA,0,0,1,2,99999,1,0,1,0,2,0,0,0,0,0,0,0,0,1,NA,0,0,0,0,0,NA,0,10450,4454,653,NA,NA,NA,NA,49,NA,2,0,NA,0.103,0,NA,NA,0,NA,0,6_SHS_005_S,105N05393,P1.3,I-5,NA,Shasta Caverns Rd/Exit 695,United States,California,Shasta,96051,Southbound,40.8107708,-122.3234928,40.8054044,-122.3242782,0.418375308,0.00202197,Jul-24,vegetative,sparse shrubs/trees,<10 meters,NA,NA,40.80906069,-122.3229343,212,162,997,30,30,150,30,0,323,4810,1879,997
