cid,YEAR_RECOR,STATE_CODE,ROUTE_ID,ROUTE_NUMB,ROUTE_NAME,ROUTE_QUAL,ROUTE_SIGN,F_SYSTEM,FACILITY_T,URBAN_CODE,NHS,STRAHNET,OWNERSHIP,TRUCK,THROUGH_LA,PEAK_LANES,COUNTER_PE,SHOULDER_T,SHOULDER_W,SHOULDER_1,LANE_WIDTH,MEDIAN_TYP,MEDIAN_WID,ACCESS_CON,WIDENING_O,WIDENING_P,HOV_LANES,HOV_TYPE,SPEED_LIMI,TOLL_CHARG,TOLL_ID,TOLL_TYPE,AADT,AADT_COMBI,AADT_SINGL,PCT_PEAK_C,PCT_PEAK_S,K_FACTOR,DIR_FACTOR,IRI,PSR,SURFACE_TY,CRACKING_P,FAULTING,RUTTING,STRUCTURE_,YEAR_LAST_,YEAR_LAST1,IS_SAMPLE,SAMPLE_ID,EXPANSION_,National_R,TMC,TMC_Type,TMC_RoadNu,TMC_RoadNa,TMC_FirstN,TMC_Countr,TMC_State,TMC_County,TMC_Zip,TMC_Direct,TMC_StartL,TMC_Star_1,TMC_EndLat,TMC_EndLon,TMC_Miles,Shape_Leng,StreetImageryDate,MedianType,SecondaryAttribute,MedianWidth,RoadsideBarrier,MedianNotes,Latitude,Longitude,bldg_dist,nhd_dist,ow_dist,dev_dist,dev_int_dist,barren_dist,forest_dist,shrub_dist,grassland_dist,cultivated_dist,wetland_dist,wet_dist
3725,2016,6,SHS_299_P,299,NA,10,3,4,2,99999,0,0,1,0,2,0,0,0,0,0,0,0,0,3,NA,0,0,0,0,0,NA,0,3825,236,117,NA,NA,NA,NA,36,NA,2,0,NA,0.066,0,NA,NA,0,NA,0,6_SHS_299_P,105+08494,P1.11,CA-299,NA,Oak Run Rd,United States,California,Shasta,96008,Eastbound,40.638431,-122.242354,40.7556644,-122.0256232,15.3063499,0.001775546,Jul-24,no median,NA,NA,"cable, short fence",both sides,40.6570095,-122.2140557,212,306,871,0,30,2544,270,60,30,319,937,871
3726,2016,6,SHS_036_P,36,NA,10,4,4,2,99999,0,0,1,0,2,0,0,0,0,0,0,0,0,3,NA,0,0,0,0,0,NA,0,2275,905,109,NA,NA,NA,NA,82,NA,2,0,NA,0.114,0,NA,NA,0,NA,0,6_SHS_036_P,105+20674,P1.11,CA-36,NA,I-5 Bus/Main St,United States,California,Tehama,96080,Eastbound,40.221357,-122.355334,40.198513,-122.24236,6.736724184,0.001764634,Aug-23,no median,NA,NA,NA,NA,40.22466137,-122.3109058,124,153,1325,0,0,771,541,124,30,1436,525,525
3727,2016,6,SHS_044_P,44,NA,0,0,3,2,99999,1,0,1,0,2,0,0,0,0,0,0,0,0,3,NA,0,0,0,0,0,NA,0,2650,82,73,NA,NA,NA,NA,104,NA,2,4.9,NA,0.306,0,NA,NA,0,NA,0,6_SHS_044_P,105-08902,P1.11,CA-44,NA,Rock Creek Rd/Loop Rd,United States,California,Shasta,96088,Eastbound,40.492503,-121.887248,40.5175322,-121.7230592,8.979960486,0.001061746,Dec-23,no median,NA,NA,NA,NA,40.51748411,-121.7672084,258,153,1871,0,212,13600,30,60,295,4216,808,808
3728,2016,6,SHS_299_P,299,NA,10,3,3,2,99999,1,0,1,0,2,0,0,0,0,0,0,0,0,3,NA,0,0,0,0,0,NA,0,3150,203,118,NA,NA,NA,NA,124,NA,2,7.9,NA,0.167,0,NA,NA,0,NA,0,6_SHS_299_P,105-08857,P1.11,CA-299,NA,Slattery Pond Rd/La Grange Rd,United States,California,Trinity,96048,Eastbound,40.7688566,-123.121891,40.7325822,-123.0220408,8.223646346,0.000977062,Dec-23,no median,NA,NA,NA,NA,40.75591761,-123.066244,42,60,67,0,0,127,30,42,67,26561,134,67
3729,2016,6,SHS_003_P,3,NA,0,0,4,2,99999,0,0,1,0,2,0,0,0,0,0,0,0,0,3,NA,0,0,0,0,0,NA,0,2700,74,58,NA,NA,NA,NA,186,NA,2,29.8,NA,0.227,0,NA,NA,0,NA,0,6_SHS_003_P,105+20694,P1.11,CA-3,NA,Main St (North),United States,California,Siskiyou,96027,Northbound,41.461333,-122.888162,41.544092,-122.9044296,6.131850584,0.001624389,Aug-24,no median,NA,NA,"cable, short fence",both sides,41.50589572,-122.9066219,360,351,1588,0,30,1448,256,60,30,360,335,335
3730,2016,6,SHS_097_P,97,NA,10,3,3,2,99999,1,0,1,0,3,0,0,0,0,0,0,0,0,3,NA,0,0,0,0,0,NA,0,4450,967,98,NA,NA,NA,NA,57,NA,2,0,NA,0.137,0,NA,NA,0,NA,0,6_SHS_097_P,105+08472,P1.11,US-97,NA,Ball Mountain Rd/E Ball Mountain Little Shasta Rd,United States,California,Siskiyou,96064,Northbound,41.534788,-122.2424294,41.778927,-122.04735,23.89064619,0.001649402,Aug-24,no median,NA,NA,NA,NA,41.54743918,-122.224923,875,1978,4666,0,0,2448,30,180,2697,418,10008,4666
3731,2016,6,SHS_299_P,299,NA,10,3,3,2,99999,1,0,1,0,2,0,0,0,0,0,0,0,0,3,NA,0,0,0,0,0,NA,0,2700,470,418,NA,NA,NA,NA,62,NA,2,44.9,NA,0.129,0,NA,NA,0,NA,0,6_SHS_299_P,105-08858,P1.11,CA-299,NA,Friedrich Rd,United States,California,Trinity,95527,Eastbound,40.869995,-123.522613,40.7894786,-123.446787,8.288113588,0.001652031,Oct-22,no median,NA,NA,"rocks, thrie beam",one type each side,40.81909443,-123.4804386,420,247,228,30,42,488,0,210,218,17483,1361,228
3732,2016,6,SHS_299_P,299,NA,10,3,3,2,99999,1,0,1,0,2,0,0,0,0,0,0,0,0,3,NA,0,0,0,0,0,NA,0,4250,217,108,NA,NA,NA,NA,56,NA,2,0,NA,0.037,0,NA,NA,0,NA,0,6_SHS_299_P,105-08731,P1.11,CA-299,NA,Trinity Dam Blvd,United States,California,Trinity,96052,Eastbound,40.6513496,-122.9385666,40.663625,-122.797157,9.215540874,0.001747319,Dec-23,no median,NA,NA,NA,NA,40.65403108,-122.930635,60,134,212,0,60,3037,30,85,1216,22056,721,212
3733,2016,6,SHS_299_P,299,NA,0,0,3,2,99999,1,0,1,0,2,0,0,0,0,0,0,0,0,3,NA,0,0,0,0,0,NA,0,1300,315,79,NA,NA,NA,NA,196,NA,2,54.2,NA,0.349,0,NA,NA,0,NA,0,6_SHS_299_P,105+07582,P1.11,CA-299,NA,US-395/N Main St,United States,California,Modoc,96101,Eastbound,41.4386942,-120.8776406,41.494524,-120.542586,18.7555244,0.001863277,Aug-24,no median,NA,NA,"cable, short fence",both sides,41.49293184,-120.6935197,540,940,940,30,30,2285,858,60,0,175,108,108
3734,2016,6,SHS_070_P,70,NA,10,4,4,2,99999,0,0,1,0,4,0,0,0,0,0,0,0,0,2,NA,0,0,0,0,0,NA,0,2950,178,93,NA,NA,NA,NA,96,NA,2,0.1,NA,0.201,0,NA,NA,0,NA,0,6_SHS_070_P,105+07537,P1.11,CA-70,NA,CA-89 (Blairsden-Graeagle),United States,California,Plumas,96103,Eastbound,39.876035,-120.729646,39.784438,-120.620102,9.266387663,0.001672413,Oct-22,no median,NA,NA,"cable, short fence, thrie beam",one side only,39.8274855,-120.6668894,443,108,190,0,0,7126,60,30,1863,6231,175,175
3735,2016,6,SHS_005_S,5,NA,10,2,1,2,99998,1,0,1,0,4,0,0,0,0,0,0,0,0,1,NA,0,0,0,0,0,NA,0,28000,5352,594,2.103,0.233,11,50,82,NA,2,0,NA,0.061,0,NA,NA,0,NA,0,6_SHS_005_S,105N05354,P1.3,I-5,NA,South Ave/Exit 630,United States,California,Tehama,96021,Southbound,39.910043,-122.200331,39.903574,-122.200327,0.446877596,0.001454378,Jul-24,vegetative,grass,10-20 meters,NA,NA,39.9053104,-122.2003251,134,576,3368,0,0,272,6196,4484,95,319,2118,2118
3736,2016,6,SHS_096_P,96,NA,0,0,4,2,99999,0,0,1,0,2,0,0,0,0,0,0,0,0,3,NA,0,0,0,0,0,NA,0,745,59,88,NA,NA,NA,NA,77,NA,2,1,NA,0.104,0,NA,NA,0,NA,0,6_SHS_096_P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0.001658622,Aug-24,no median,NA,NA,NA,NA,41.82658034,-122.9806033,256,175,134,30,67,212,42,0,481,108,85,85
3737,2016,6,SHS_395_P,395,NA,0,0,3,2,99999,1,0,1,0,2,0,0,0,0,0,0,0,0,2,NA,0,0,0,0,0,NA,0,1100,232,39,3.164,0.532,15,50,92,NA,2,0.8,NA,0.266,0,NA,NA,0,NA,0,6_SHS_395_P,105+07528,P1.11,US-395,NA,CA-299/12th St/N Main St,United States,California,Modoc,96101,Northbound,40.866294,-120.460618,41.494524,-120.542586,45.66814631,0.001566548,Nov-23,no median,NA,NA,NA,NA,41.23912117,-120.5041278,124,0,1535,0,60,3209,3242,134,240,30,42,42
3738,2016,6,SHS_395_P,395,NA,0,0,3,2,99999,1,0,1,0,2,0,0,0,0,0,0,0,0,2,NA,0,0,0,0,0,NA,0,950,241,26,NA,NA,NA,NA,50,NA,2,0,NA,0.066,0,NA,NA,0,NA,0,6_SHS_395_P,105+08479,P1.11,US-395,NA,School House Rd,United States,California,Lassen,NA,Northbound,40.3819718,-120.3854254,40.798624,-120.365979,35.42444149,0.001588015,Nov-23,no median,NA,NA,NA,NA,40.37681237,-120.3429407,67,1537,3842,0,0,4173,5029,30,108,234,67,67
3739,2016,6,SHS_032_P,32,NA,10,4,4,2,99999,0,0,1,0,2,0,0,0,0,0,0,0,0,3,NA,0,0,0,0,0,NA,0,1100,63,45,NA,NA,NA,NA,105,NA,2,0,NA,0.037,0,NA,NA,0,NA,0,6_SHS_032_P,105+07566,P1.11,CA-32,NA,CA-89/CA-36,United States,California,Tehama,NA,Eastbound,40.086246,-121.589348,40.2793982,-121.421222,21.35301674,0.001599823,Oct-23,no median,NA,NA,NA,NA,40.18985959,-121.5313603,351,30,6934,0,573,9108,30,124,153,24866,4986,4986
3740,2016,6,SHS_395_S,395,NA,10,3,3,2,99999,1,0,1,0,3,0,0,0,0,0,0,0,0,3,NA,0,0,0,0,0,NA,0,6300,690,101,NA,NA,NA,NA,93,NA,2,7.1,NA,0.094,0,NA,NA,0,NA,0,6_SHS_395_S,105-07526,P1.3,US-395,NA,CA-70,United States,California,Lassen,96109,Southbound,40.090829,-120.171973,39.7798054,-120.0388406,24.92194807,0.001523268,Aug-24,no median,NA,NA,NA,NA,39.82782049,-120.0371433,1937,108,4257,0,30,8757,4390,30,67,7435,3571,3571
3741,2016,6,SHS_096_P,96,NA,10,4,4,2,99999,0,0,1,0,2,2,0,2,6,0,12,1,0,3,ABC,0,0,0,65,0,NA,0,325,13,16,0.6,0.738,15,50,145,NA,2,1.2,NA,0.17,1,NA,NA,1,SPX16X296377,1.493,6_SHS_096_P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0.000274651,Apr-21,no median,NA,NA,NA,NA,41.73058312,-123.4309244,1388,42,67,0,30,150,42,67,190,30,424,67
3742,2016,6,SHS_036_P,36,NA,10,4,3,2,99999,1,0,1,0,2,1,1,2,1,0,12,1,0,3,ABC,0,0,0,65,0,NA,0,3950,335,125,1.272,0.475,15,50,158,NA,2,7.1,NA,0.146,0,NA,NA,1,SPX16X287305,6.232,6_SHS_036_P,105+08492,P1.11,CA-36,NA,CR-A1/Eagle Lake Rd,United States,California,Lassen,96130,Eastbound,40.4114118,-120.754421,40.4200392,-120.7032318,2.778479068,0.001907222,Nov-23,no median,NA,NA,NA,NA,40.41494153,-120.7263573,60,735,2230,30,30,3247,0,247,516,4105,932,932
3743,2016,6,SHS_299_P,299,NA,10,3,3,2,99999,1,0,1,0,3,0,0,0,0,0,0,0,0,2,NA,0,0,0,0,0,NA,0,3950,311,140,NA,NA,NA,NA,63,NA,2,0,NA,0.082,0,NA,NA,0,NA,0,6_SHS_299_P,105-08856,P1.11,CA-299,NA,E County Line Rd,United States,California,Trinity,96052,Eastbound,40.663834,-122.796177,40.636159,-122.7329566,4.829705517,0.001660718,Jul-24,no median,NA,NA,NA,NA,40.65423085,-122.7562769,192,42,932,0,0,2971,42,192,30,21024,5416,932
3744,2016,6,SHS_299_P,299,NA,10,3,3,2,99999,1,0,1,0,2,0,0,0,0,0,0,0,0,3,NA,0,0,0,0,0,NA,0,2700,470,418,NA,NA,NA,NA,130,NA,2,17.4,NA,0.146,0,NA,NA,0,NA,0,6_SHS_299_P,105-08858,P1.11,CA-299,NA,Friedrich Rd,United States,California,Trinity,95527,Eastbound,40.869995,-123.522613,40.7894786,-123.446787,8.288113588,0.001570354,Oct-22,no median,NA,NA,NA,NA,40.81081422,-123.4775217,60,270,524,30,30,543,0,67,277,18338,853,524
3745,2016,6,SHS_044_P,44,NA,10,4,3,2,99999,1,0,1,0,2,2,2,2,8,0,12,1,0,3,D,1,0,0,65,0,NA,0,1400,108,52,1.311,0.631,17,54,82,NA,2,2.8,NA,0.1,0,NA,NA,1,SPX16X288449,1.707,6_SHS_044_P,105-08901,P1.11,CA-44,NA,Big Springs Blvd,United States,California,Shasta,96071,Eastbound,40.544557,-121.57773,40.64109,-121.472154,9.453289846,0.001746923,Aug-23,no median,NA,NA,NA,NA,40.56878435,-121.5736499,2648,108,3528,0,30,5021,30,175,693,12015,1895,1895
3746,2016,6,SHS_003_P,3,NA,10,4,5,2,99999,0,0,1,0,2,0,0,0,0,0,0,0,0,3,NA,0,0,0,0,0,NA,0,1015,40,32,NA,NA,NA,NA,102,NA,2,1.2,NA,0.328,0,NA,NA,0,NA,0,6_SHS_003_P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0.001810748,Aug-24,no median,NA,NA,cable,both sides,41.73097619,-122.5792223,30,511,660,0,0,1215,674,646,677,42,1087,660
3747,2016,6,SHS_070_S,70,NA,10,4,4,2,99999,0,0,1,0,3,0,0,0,0,0,0,0,0,3,NA,0,0,0,0,0,NA,0,5750,88,91,NA,NA,NA,NA,77,NA,2,0,NA,0.249,0,NA,NA,0,NA,0,6_SHS_070_S,105-08793,P1.11,CA-70,NA,Bucks Lake Rd,United States,California,Plumas,95971,Westbound,39.9123986,-120.8075866,39.9375522,-120.9393038,7.807688171,0.001861502,Oct-22,no median,NA,NA,"cable, short fence",both sides,39.9353525,-120.8837452,30,792,934,30,30,18354,0,67,598,726,134,134
3748,2016,6,SHS_299_P,299,NA,0,0,3,2,99999,1,0,1,0,2,0,0,0,0,0,0,0,0,3,NA,0,0,0,0,0,NA,0,6600,261,106,NA,NA,NA,NA,146,NA,2,0.5,NA,0.305,0,NA,NA,0,NA,0,6_SHS_299_P,105-08730,P1.11,CA-299,NA,Rock Creek Rd,United States,California,Shasta,96033,Eastbound,40.669539,-122.645859,40.604386,-122.502299,9.658267711,0.00051717,Jul-24,no median,NA,NA,NA,NA,40.61481556,-122.5191838,108,162,300,0,0,2932,67,60,30,10710,1248,300
3749,2016,6,SHS_395_P,395,NA,0,0,3,2,99999,1,0,1,0,2,0,0,0,0,0,0,0,0,3,NA,0,0,0,0,0,NA,0,950,241,26,NA,NA,NA,NA,77,NA,2,2.2,NA,0.203,0,NA,NA,0,NA,0,6_SHS_395_P,105+08479,P1.11,US-395,NA,School House Rd,United States,California,Lassen,NA,Northbound,40.3819718,-120.3854254,40.798624,-120.365979,35.42444149,0.001469168,Nov-23,no median,NA,NA,NA,NA,40.51867402,-120.2651668,576,1155,547,0,0,7086,5874,30,85,256,1852,547
3750,2016,6,SHS_003_P,3,NA,10,4,4,2,99999,0,0,1,0,2,2,2,2,2,0,12,1,0,3,ABC,0,0,0,65,0,NA,0,520,11,27,0.36,0.883,17,50,101,NA,2,12.8,NA,0.093,0,NA,NA,1,SPX16X278996,8.701,6_SHS_003_P,105+20686,P1.11,CA-3,NA,Coffee Creek Rd/Mann Rd,United States,California,Trinity,96091,Northbound,40.953743,-122.737469,41.086252,-122.707007,10.85335056,0.0016639,Jul-24,no median,intersection,NA,NA,NA,41.05312809,-122.6989779,741,67,446,0,0,845,180,108,30,8522,319,319
3751,2016,6,SHS_096_S,0,NA,0,0,4,6,99999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,0,NA,0,NA,NA,NA,0,NA,NA,0,NA,0,6_SHS_096_S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0.027165266,Aug-24,no median,NA,NA,NA,NA,41.7807975,-123.0705538,30,150,67,0,0,162,42,67,124,2218,67,67
3752,2016,6,SHS_070_P,70,NA,10,4,4,2,99999,0,0,1,0,2,0,0,0,0,0,0,0,0,3,NA,0,0,0,0,0,NA,0,4200,218,62,NA,NA,NA,NA,39,NA,2,0,NA,0.145,0,NA,NA,0,NA,0,6_SHS_070_P,105+07539,P1.3,CA-70,NA,US-395,United States,California,Plumas,96105,Eastbound,39.804509,-120.178093,39.776178,-120.042623,7.509305817,0.00184566,Aug-24,no median,NA,NA,thrie beam,both sides,39.7815017,-120.0619929,1448,778,5354,0,30,7244,5138,30,680,9338,792,792
3753,2016,6,SHS_003_P,3,NA,0,0,4,2,99999,0,0,1,0,2,0,0,0,0,0,0,0,0,3,NA,0,0,0,0,0,NA,0,2700,74,58,NA,NA,NA,NA,79,NA,2,24.8,NA,0.215,0,NA,NA,0,NA,0,6_SHS_003_P,105+20694,P1.11,CA-3,NA,Main St (North),United States,California,Siskiyou,96027,Northbound,41.461333,-122.888162,41.544092,-122.9044296,6.131850584,0.001062439,Aug-24,no median,NA,NA,"cable, short fence",both sides,41.51114195,-122.9066677,150,912,2089,0,30,1988,67,30,42,182,808,808
3754,2016,6,SHS_299_P,299,NA,10,3,4,2,99999,0,0,1,0,2,0,0,0,0,0,0,0,0,2,NA,0,0,0,0,0,NA,0,1090,64,123,NA,NA,NA,NA,50,NA,2,0,NA,0.155,0,NA,NA,0,NA,0,6_SHS_299_P,105+07581,P1.11,CA-299,NA,CA-139 (Canby),United States,California,Modoc,96054,Eastbound,41.187467,-120.945166,41.4379632,-120.8787182,21.42218154,0.001687187,Aug-24,no median,NA,NA,NA,NA,41.41396943,-120.9165617,361,268,297,0,30,2696,242,30,67,90,295,295
3755,2016,6,SHS_005_P,5,NA,10,2,1,2,99999,1,0,1,0,4,0,0,0,0,0,0,0,0,1,NA,0,0,0,0,0,NA,0,30500,5319,629,NA,NA,NA,NA,84,NA,2,0.2,NA,0.089,0,NA,NA,0,NA,0,6_SHS_005_P,105+05359,P1.3,I-5,NA,Flores Ave/Exit 642,United States,California,Tehama,96035,Northbound,40.0028288,-122.206103,40.079945,-122.216453,5.359001762,0.001458057,Jul-24,vegetative,"grass, break in median",10-20 meters,NA,NA,40.04808177,-122.2135026,379,390,819,0,0,361,7872,3606,95,30,371,371
3756,2016,6,SHS_299_P,299,NA,10,3,5,2,99999,0,0,1,0,2,0,0,0,0,0,0,0,0,3,NA,0,0,0,0,0,NA,0,175,8,11,NA,NA,NA,NA,35,NA,2,0,NA,0.059,0,NA,NA,0,NA,0,6_SHS_299_P,105+09216,P3.14,CA-299,NA,CA--NV State Border,United States,California,Modoc,96104,Eastbound,41.529563,-120.171912,41.557842,-119.998764,9.281207361,0.0018471,Nov-23,no median,NA,NA,"cable, short fence",one side,41.54574402,-120.0518667,878,674,2467,30,30,0,8276,30,95,752,849,849
3757,2016,6,SHS_036_P,36,NA,10,4,4,2,99999,0,0,1,0,2,0,0,0,0,0,0,0,0,3,NA,0,0,0,0,0,NA,0,2275,905,109,NA,NA,NA,NA,147,NA,2,4.2,NA,0.188,0,NA,NA,0,NA,0,6_SHS_036_P,105+20674,P1.11,CA-36,NA,I-5 Bus/Main St,United States,California,Tehama,96080,Eastbound,40.221357,-122.355334,40.198513,-122.24236,6.736724184,0.001761376,Aug-23,no median,NA,NA,NA,NA,40.22268939,-122.3261628,108,60,272,0,0,124,443,212,30,2695,384,272
3758,2016,6,SHS_097_P,97,NA,10,3,3,2,99999,1,0,1,0,2,0,0,0,0,0,0,0,0,3,NA,0,0,0,0,0,NA,0,3425,967,98,NA,NA,NA,NA,47,NA,2,0,NA,0.114,0,NA,NA,0,NA,0,6_SHS_097_P,105+08472,P1.11,US-97,NA,Ball Mountain Rd/E Ball Mountain Little Shasta Rd,United States,California,Siskiyou,96064,Northbound,41.534788,-122.2424294,41.778927,-122.04735,23.89064619,0.00163415,Aug-24,no median,NA,NA,NA,NA,41.66439676,-122.0967318,5686,598,5582,30,30,1844,60,190,0,6743,860,860
3759,2016,6,SHS_273_P,273,NA,10,4,2,2,73774,1,0,1,0,4,2,2,2,2,0,12,2,10,3,A,0,0,0,65,0,NA,0,10700,231,214,0.194,0.18,9,50,49,NA,2,0.9,NA,0.08,0,NA,NA,1,SPX16X309008,1.387,6_SHS_273_P,105+09074,P1.11,CA-273,NA,Happy Valley Rd,United States,California,Shasta,96007,Northbound,40.4646042,-122.3219784,40.494557,-122.36582,3.096527814,0.001617696,Oct-23,no median,NA,NA,NA,NA,40.48753011,-122.3554974,60,283,845,0,0,90,488,424,124,212,309,309
3760,2016,6,SHS_395_P,395,NA,0,0,3,2,99999,1,0,1,0,2,0,0,0,0,0,0,0,0,3,NA,0,0,0,0,0,NA,0,765,70,23,NA,NA,NA,NA,127,NA,2,29.8,NA,0.162,0,NA,NA,0,NA,0,6_SHS_395_P,105+09212,P1.11,US-395,NA,CR-9/Fandango Pass Rd,United States,California,Modoc,96108,Northbound,41.789838,-120.369565,41.914935,-120.328648,9.199304449,0.00151587,Aug-24,no median,NA,NA,NA,NA,41.86605044,-120.349366,108,872,1550,0,0,1374,256,30,778,351,454,454
3761,2016,6,SHS_036_S,36,NA,10,4,4,2,99999,0,0,1,0,2,0,0,0,0,0,0,0,0,3,NA,0,0,0,0,0,NA,0,540,10,8,NA,NA,NA,NA,150,NA,2,8.3,NA,0.102,0,NA,NA,0,NA,0,6_SHS_036_S,105-20672,P1.11,CA-36,NA,Bowman Rd,United States,California,Tehama,96080,Westbound,40.221357,-122.355334,40.2786146,-122.4923842,10.56344992,0.001765897,Oct-23,no median,NA,NA,NA,NA,40.25977674,-122.4855717,430,600,972,0,42,5235,301,30,242,8728,67,67
3762,2016,6,SHS_070_P,70,NA,10,4,4,2,99999,0,0,1,0,2,0,0,0,0,0,0,0,0,3,NA,0,0,0,0,0,NA,0,4200,218,62,NA,NA,NA,NA,43,NA,2,0,NA,0.119,0,NA,NA,0,NA,0,6_SHS_070_P,105+07539,P1.3,CA-70,NA,US-395,United States,California,Plumas,96105,Eastbound,39.804509,-120.178093,39.776178,-120.042623,7.509305817,0.001845659,Aug-24,no median,NA,NA,NA,NA,39.77865196,-120.0515383,716,1138,6044,30,30,6313,5824,0,240,10265,1661,1661
3763,2016,6,SHS_299_P,299,NA,0,0,3,2,73774,1,0,1,0,4,2,2,2,4,0,12,1,0,3,ABC,0,0,0,65,0,NA,0,20350,159,175,0.078,0.086,10,53,237,NA,2,8.4,NA,0.279,1,NA,NA,1,SPX16X309655,2.973,6_SHS_299_P,105-08725,P1.11,CA-299,NA,CA-273/Market St/Tehema St/Pine St,United States,California,Shasta,96001,Eastbound,40.58646,-122.39711,40.587662,-122.392285,0.268357707,0.000745349,Aug-24,no median,overpass,NA,NA,NA,40.58687369,-122.3952933,95,631,582,0,0,664,841,918,1177,767,732,582
3764,2016,6,SHS_299_P,299,NA,10,3,3,2,99999,1,0,1,0,2,0,0,0,0,0,0,0,0,3,NA,0,0,0,0,0,NA,0,2700,470,418,NA,NA,NA,NA,114,NA,2,7.4,NA,0.146,0,NA,NA,0,NA,0,6_SHS_299_P,105-08858,P1.11,CA-299,NA,Friedrich Rd,United States,California,Trinity,95527,Eastbound,40.869995,-123.522613,40.7894786,-123.446787,8.288113588,0.001570355,Oct-22,no median,NA,NA,"rocks, thrie beam",one type each side,40.81699387,-123.4784374,503,210,234,30,30,674,0,30,216,17765,1343,234
3765,2016,6,SHS_044_P,44,NA,10,4,3,2,99999,1,0,1,0,2,2,2,2,8,0,12,1,0,3,D,1,0,0,65,0,NA,0,1400,108,52,1.311,0.631,17,54,91,NA,2,1.8,NA,0.154,0,NA,NA,1,SPX16X288458,1.707,6_SHS_044_P,105-08901,P1.11,CA-44,NA,Big Springs Blvd,United States,California,Shasta,96071,Eastbound,40.544557,-121.57773,40.64109,-121.472154,9.453289846,0.00080445,Oct-23,no median,NA,NA,NA,NA,40.64067576,-121.4723583,90,330,6829,0,67,3697,30,60,525,11073,300,300
3766,2016,6,SHS_005_S,5,NA,10,2,1,2,99998,1,0,1,0,4,1,1,2,12,12,12,2,8,1,AB,0,0,0,65,0,NA,0,7700,3079,317,4.798,0.494,12,52,52,NA,2,0,NA,0.261,0,NA,NA,1,SPX16X281174,1,6_SHS_005_S,105-05431,P1.3,I-5,NA,CA-3/Montague Rd/Exit 776,United States,California,Siskiyou,96097,Southbound,41.8514164,-122.5695178,41.7434864,-122.6237936,9.229496866,0.001248393,Nov-22,vegetative,grass,20-30 meters,NA,NA,41.75450388,-122.6061997,604,1294,1412,0,42,600,295,67,30,1376,1328,1328
3767,2016,6,SHS_097_P,97,NA,10,3,3,2,99999,1,0,1,0,2,0,0,0,0,0,0,0,0,3,NA,0,0,0,0,0,NA,0,3425,967,98,NA,NA,NA,NA,62,NA,2,0,NA,0.205,0,NA,NA,0,NA,0,6_SHS_097_P,105+08473,P1.11,US-97,NA,Meiss Lake Rd,United States,California,Siskiyou,96058,Northbound,41.778927,-122.04735,41.821322,-122.0118744,3.451784256,0.001420268,Aug-24,no median,NA,NA,NA,NA,41.82022709,-122.0127236,234,1082,2764,0,0,466,1633,350,390,42,1706,1706
3768,2016,6,SHS_096_S,0,NA,0,0,4,6,99999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,0,NA,0,NA,NA,NA,0,NA,NA,0,NA,0,6_SHS_096_S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0.027097858,Apr-21,no median,NA,NA,rocks,one side,41.74341133,-123.4040787,2481,60,42,0,85,1505,30,60,162,30,1103,42
3769,2016,6,SHS_096_S,0,NA,0,0,4,6,99999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,0,NA,0,NA,NA,NA,0,NA,NA,0,NA,0,6_SHS_096_S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0.10579624,Apr-21,no median,intersection,NA,NA,NA,41.84440635,-123.3036379,564,108,67,0,95,2748,42,108,911,242,30,30
3770,2016,6,SHS_299_P,299,NA,10,3,5,2,99999,0,0,1,0,2,0,0,0,0,0,0,0,0,3,NA,0,0,0,0,0,NA,0,175,8,11,NA,NA,NA,NA,57,NA,2,0,NA,0.084,0,NA,NA,0,NA,0,6_SHS_299_P,105+09216,P3.14,CA-299,NA,CA--NV State Border,United States,California,Modoc,96104,Eastbound,41.529563,-120.171912,41.557842,-119.998764,9.281207361,0.001842581,Nov-23,no median,NA,NA,NA,NA,41.52951901,-120.1535111,295,1140,5134,30,30,1974,2940,95,488,0,60,60
3771,2016,6,SHS_005_S,5,NA,0,0,1,2,99999,1,0,1,0,6,0,0,0,0,0,0,0,0,1,NA,0,0,0,0,0,NA,0,19200,5019,748,NA,NA,NA,NA,34,NA,2,0.2,NA,0.071,0,NA,NA,0,NA,0,6_SHS_005_S,105-05405,P1.3,I-5,NA,Conant Cemetery Rd/Exit 721,United States,California,Shasta,96051,Southbound,41.1203166,-122.327669,41.1091402,-122.3290984,0.843275012,0.001537292,Aug-24,concrete,NA,NA,thrie beam,one side,41.10969924,-122.3281006,514,127,659,30,30,4468,0,90,825,3713,323,323
